From https://documentation.abes.fr/guide/html/formats/CodesLanguesISO639-3.htm		
Code	Nom en français	Display Name French
mgl	maleu-kilenge	Maleu-Kilenge
mgm	mambae	Mambae
mgn	mbangi	Mbangi
mgo	meta'	Meta'
mgp	eastern magar	Eastern Magar
mgq	malila	Malila
mgr	mambwe-lungu	Mambwe-Lungu
mgs	manda (tanzania)	Manda (Tanzania)
mgt	mongol	Mongol
mgu	mailu	Mailu
mgv	matengo	Matengo
mgw	matumbi	Matumbi
mgy	mbunga	Mbunga
mgz	mbugwe	Mbugwe
mha	manda (india)	Manda (India)
mhb	mahongwe	Mahongwe
mhc	mocho	Mocho
mhd	mbugu	Mbugu
mhe	besisi	Besisi
mhf	mamaa	Mamaa
mhg	margu	Margu
mhi	ma'di	Ma'Di
mhj	mogholi	Mogholi
mhk	mungaka	Mungaka
mhl	mauwake	Mauwake
mhm	makhuwa-moniga	Makhuwa-Moniga
mhn	mócheno	Mócheno
mho	mashi (zambia)	Mashi (Zambia)
mhp	balinese malay	Balinese Malay
mhq	mandan	Mandan
mhr	eastern mari	Eastern Mari
mhs	buru (indonesia)	Buru (Indonesia)
mht	mandahuaca	Mandahuaca
mhu	digaro-mishmi	Digaro-Mishmi
mhw	mbukushu	Mbukushu
mhx	maru	Maru
mhy	ma'anyan	Ma'Anyan
mhz	mor (mor islands)	Mor (Mor Islands)
mia	miami	Miami
mib	atatláhuca mixtec	Atatláhuca Mixtec
mic	mi'kmaq ; micmac	Mi'Kmaq ; Micmac
mid	mandaic	Mandaic
mie	ocotepec mixtec	Ocotepec Mixtec
mif	mofu-gudur	Mofu-Gudur
mig	san miguel el grande mixtec	San Miguel El Grande Mixtec
mih	chayuco mixtec	Chayuco Mixtec
mii	chigmecatitlán mixtec	Chigmecatitlán Mixtec
mij	abar	Abar
mik	mikasuki	Mikasuki
mil	peńoles mixtec	Peńoles Mixtec
mim	alacatlatzala mixtec	Alacatlatzala Mixtec
min	minangkabau	Minangkabau
mio	pinotepa nacional mixtec	Pinotepa Nacional Mixtec
mip	apasco-apoala mixtec	Apasco-Apoala Mixtec
miq	mískito	Mískito
mir	isthmus mixe	Isthmus Mixe
mis	uncoded languages	Uncoded Languages
mit	southern puebla mixtec	Southern Puebla Mixtec
miu	cacaloxtepec mixtec	Cacaloxtepec Mixtec
miw	akoye	Akoye
mix	mixtepec mixtec	Mixtepec Mixtec
miy	ayutla mixtec	Ayutla Mixtec
miz	coatzospan mixtec	Coatzospan Mixtec
mjb	makalero	Makalero
mjc	san juan colorado mixtec	San Juan Colorado Mixtec
mjd	northwest maidu	Northwest Maidu
mje	muskum	Muskum
mjg	tu	Tu
mjh	mwera (nyasa)	Mwera (Nyasa)
mji	kim mun	Kim Mun
mjj	mawak	Mawak
mjk	matukar	Matukar
mjl	mandeali	Mandeali
mjm	medebur	Medebur
mjn	ma (papua new guinea)	Ma (Papua New Guinea)
mjo	malankuravan	Malankuravan
mjp	malapandaram	Malapandaram
mjq	malaryan	Malaryan
mjr	malavedan	Malavedan
mjs	miship	Miship
mjt	sauria paharia	Sauria Paharia
mju	manna-dora	Manna-Dora
mjv	mannan	Mannan
mjw	karbi	Karbi
mjx	mahali	Mahali
mjy	mahican	Mahican
mjz	majhi	Majhi
mka	mbre	Mbre
mkb	mal paharia	Mal Paharia
mkc	siliput	Siliput
mkd	macédonien	Macédonien
mke	mawchi	Mawchi
mkf	miya	Miya
mkg	mak (china)	Mak (China)
mkh	môn-khmer, langues	Môn-Khmer, Langues
mki	dhatki	Dhatki
mkj	mokilese	Mokilese
mkk	byep	Byep
mkl	mokole	Mokole
mkm	moklen	Moklen
mkn	kupang malay	Kupang Malay
mko	mingang doso	Mingang Doso
mkp	moikodi	Moikodi
mkq	bay miwok	Bay Miwok
mkr	malas	Malas
mks	silacayoapan mixtec	Silacayoapan Mixtec
mkt	vamale	Vamale
mku	konyanka maninka	Konyanka Maninka
mkv	mafea	Mafea
mkw	kituba (congo)	Kituba (Congo)
mkx	kinamiging manobo	Kinamiging Manobo
mky	east makian	East Makian
mkz	makasae	Makasae
mla	malo	Malo
mlb	mbule	Mbule
mlc	cao lan	Cao Lan
mle	manambu	Manambu
mlf	mal	Mal
mlg	malgache	Malgache
mlh	mape	Mape
mli	malimpung	Malimpung
mlj	miltu	Miltu
mlk	ilwana	Ilwana
mll	malua bay	Malua Bay
mlm	mulam	Mulam
mln	malango	Malango
mlo	mlomp	Mlomp
mlp	bargam	Bargam
mlq	western maninkakan	Western Maninkakan
mlr	vame	Vame
mls	masalit	Masalit
mlt	maltais	Maltais
mlu	to'abaita	To'Abaita
mlv	motlav	Motlav
mlw	moloko	Moloko
mlx	malfaxal	Malfaxal
mlz	malaynon	Malaynon
mma	mama	Mama
mmb	momina	Momina
mmc	michoacán mazahua	Michoacán Mazahua
mmd	maonan	Maonan
mme	mae	Mae
mmf	mundat	Mundat
mmg	north ambrym	North Ambrym
mmh	mehináku	Mehináku
mmi	musar	Musar
mmj	majhwar	Majhwar
mmk	mukha-dora	Mukha-Dora
mml	man met	Man Met
mmm	maii	Maii
mmn	mamanwa	Mamanwa
mmo	mangga buang	Mangga Buang
mmp	siawi	Siawi
mmq	musak	Musak
mmr	western xiangxi miao	Western Xiangxi Miao
mmt	malalamai	Malalamai
mmu	mmaala	Mmaala
mmv	miriti	Miriti
mmw	emae	Emae
mmx	madak	Madak
mmy	migaama	Migaama
mmz	mabaale	Mabaale
mna	mbula	Mbula
mnb	muna	Muna
mnc	mandchou	Mandchou
mnd	mondé	Mondé
mne	naba	Naba
mnf	mundani	Mundani
mng	eastern mnong	Eastern Mnong
mnh	mono (democratic republic of congo)	Mono (Democratic Republic Of Congo)
mni	manipuri	Manipuri
mnj	munji	Munji
mnk	mandinka	Mandinka
mnl	tiale	Tiale
mnm	mapena	Mapena
mnn	southern mnong	Southern Mnong
mno	manobo, langues	Manobo, Langues
mnp	min bei chinese	Min Bei Chinese
mnq	minriq	Minriq
mnr	mono (usa)	Mono (Usa)
mns	mansi	Mansi
mnu	mer	Mer
mnv	rennell-bellona	Rennell-Bellona
mnw	mon	Mon
mnx	manikion	Manikion
mny	manyawa	Manyawa
mnz	moni	Moni
moa	mwan	Mwan
moc	mocoví	Mocoví
mod	mobilian	Mobilian
moe	innu	Innu
mog	mongondow	Mongondow
moh	mohawk	Mohawk
moi	mboi	Mboi
moj	monzombo	Monzombo
mok	morori	Morori
mom	mangue	Mangue
moo	monom	Monom
mop	mopán maya	Mopán Maya
moq	mor (bomberai peninsula)	Mor (Bomberai Peninsula)
mor	moro	Moro
mos	moré	Moré
mot	barí	Barí
mou	mogum	Mogum
mov	mohave	Mohave
mow	moi (congo)	Moi (Congo)
mox	molima	Molima
moy	shekkacho	Shekkacho
moz	mukulu	Mukulu
mpa	mpoto	Mpoto
mpb	malak malak	Malak Malak
mpc	mangarrayi	Mangarrayi
mpd	machinere	Machinere
mpe	majang	Majang
mpg	marba	Marba
mph	maung	Maung
mpi	mpade	Mpade
mpj	martu wangka	Martu Wangka
mpk	mbara (chad)	Mbara (Chad)
mpl	middle watut	Middle Watut
mpm	yosondúa mixtec	Yosondúa Mixtec
mpn	mindiri	Mindiri
mpo	miu	Miu
mpp	migabac	Migabac
mpq	matís	Matís
mpr	vangunu	Vangunu
mps	dadibi	Dadibi
mpt	mian	Mian
mpu	makuráp	Makuráp
mpv	mungkip	Mungkip
mpw	mapidian	Mapidian
mpx	misima-panaeati	Misima-Panaeati
mpy	mapia	Mapia
mpz	mpi	Mpi
mqa	maba (indonesia)	Maba (Indonesia)
mqb	mbuko	Mbuko
mqc	mangole	Mangole
mqe	matepi	Matepi
mqf	momuna	Momuna
mqg	kota bangun kutai malay	Kota Bangun Kutai Malay
mqh	tlazoyaltepec mixtec	Tlazoyaltepec Mixtec
mqi	mariri	Mariri
mqj	mamasa	Mamasa
mqk	rajah kabunsuwan manobo	Rajah Kabunsuwan Manobo
mql	mbelime	Mbelime
mqm	marquisien du sud	Marquisien Du Sud
mqn	moronene	Moronene
mqo	modole	Modole
mqp	manipa	Manipa
mqq	minokok	Minokok
mqr	mander	Mander
mqs	west makian	West Makian
mqt	mok	Mok
mqu	mandari	Mandari
mqv	mosimo	Mosimo
mqw	murupi	Murupi
mqx	mamuju	Mamuju
mqy	manggarai	Manggarai
mqz	pano	Pano
mra	mlabri	Mlabri
mrb	marino	Marino
mrc	maricopa	Maricopa
mrd	western magar	Western Magar
mre	martha's vineyard sign language	Martha'S Vineyard Sign Language
mrf	elseng	Elseng
mrg	mising	Mising
mrh	mara chin	Mara Chin
mri	maori	Maori
mrj	western mari	Western Mari
mrk	hmwaveke	Hmwaveke
mrl	mortlockese	Mortlockese
mrm	merlav	Merlav
mrn	cheke holo	Cheke Holo
mro	mru	Mru
mrp	morouas	Morouas
mrq	marquisien du nord	Marquisien Du Nord
mrr	maria (india)	Maria (India)
mrs	maragus	Maragus
mrt	marghi central	Marghi Central
mru	mono (cameroon)	Mono (Cameroon)
mrv	mangarévien	Mangarévien
mrw	maranao	Maranao
mrx	maremgi	Maremgi
mry	mandaya	Mandaya
mrz	marind	Marind
msa	malais (macrolanguage)	Malais (Macrolanguage)
msb	masbatenyo	Masbatenyo
msc	sankaran maninka	Sankaran Maninka
msd	yucatec maya sign language	Yucatec Maya Sign Language
mse	musey	Musey
msf	mekwei	Mekwei
msg	moraid	Moraid
msh	masikoro malagasy	Masikoro Malagasy
msi	sabah malay	Sabah Malay
msj	ma (democratic republic of congo)	Ma (Democratic Republic Of Congo)
msk	mansaka	Mansaka
msl	molof	Molof
msm	agusan manobo	Agusan Manobo
msn	vurës	Vurës
mso	mombum	Mombum
msp	maritsauá	Maritsauá
msq	caac	Caac
msr	mongolian sign language	Mongolian Sign Language
mss	west masela	West Masela
msu	musom	Musom
msv	maslam	Maslam
msw	mansoanka	Mansoanka
msx	moresada	Moresada
msy	aruamu	Aruamu
msz	momare	Momare
mta	cotabato manobo	Cotabato Manobo
mtb	anyin morofo	Anyin Morofo
mtc	munit	Munit
mtd	mualang	Mualang
mte	mono (solomon islands)	Mono (Solomon Islands)
mtf	murik (papua new guinea)	Murik (Papua New Guinea)
mtg	una	Una
mth	munggui	Munggui
mti	maiwa (papua new guinea)	Maiwa (Papua New Guinea)
mtj	moskona	Moskona
mtk	mbe'	Mbe'
mtl	montol	Montol
mtm	mator	Mator
mtn	matagalpa	Matagalpa
mto	totontepec mixe	Totontepec Mixe
mtp	wichí lhamtés nocten	Wichí Lhamtés Nocten
mtq	muong	Muong
mtr	mewari	Mewari
mts	yora	Yora
mtt	mota	Mota
mtu	tututepec mixtec	Tututepec Mixtec
mtv	asaro'o	Asaro'O
mtw	southern binukidnon	Southern Binukidnon
mtx	tidaá mixtec	Tidaá Mixtec
mty	nabi	Nabi
mua	mundang	Mundang
mub	mubi	Mubi
muc	ajumbu	Ajumbu
mud	mednyj aleut	Mednyj Aleut
mue	media lengua	Media Lengua
mug	musgu	Musgu
muh	mündü	Mündü
mui	musi	Musi
muj	mabire	Mabire
muk	mugom	Mugom
mul	multilingue	Multilingue
mum	maiwala	Maiwala
mun	mounda, langues	Mounda, Langues
muo	nyong	Nyong
mup	malvi	Malvi
muq	eastern xiangxi miao	Eastern Xiangxi Miao
mur	murle	Murle
mus	muskogee	Muskogee
mut	western muria	Western Muria
muu	yaaku	Yaaku
muv	muthuvan	Muthuvan
mux	bo-ung	Bo-Ung
muy	muyang	Muyang
muz	mursi	Mursi
mva	manam	Manam
mvb	mattole	Mattole
mvd	mamboru	Mamboru
mve	marwari (pakistan)	Marwari (Pakistan)
mvf	peripheral mongolian	Peripheral Mongolian
mvg	yucuańe mixtec	Yucuańe Mixtec
mvh	mulgi	Mulgi
mvi	miyako	Miyako
mvk	mekmek	Mekmek
mvl	mbara (australia)	Mbara (Australia)
mvn	minaveha	Minaveha
mvo	marovo	Marovo
mvp	duri	Duri
mvq	moere	Moere
mvr	marau	Marau
mvs	massep	Massep
mvt	mpotovoro	Mpotovoro
mvu	marfa	Marfa
mvv	tagal murut	Tagal Murut
mvw	machinga	Machinga
mvx	meoswar	Meoswar
mvy	indus kohistani	Indus Kohistani
mvz	mesqan	Mesqan
mwa	mwatebu	Mwatebu
mwb	juwal	Juwal
mwc	are	Are
mwe	mwera (chimwera)	Mwera (Chimwera)
mwf	murrinh-patha	Murrinh-Patha
mwg	aiklep	Aiklep
mwh	mouk-aria	Mouk-Aria
mwi	labo	Labo
mwk	kita maninkakan	Kita Maninkakan
mwl	mirandais	Mirandais
mwm	sar	Sar
mwn	nyamwanga	Nyamwanga
mwo	central maewo	Central Maewo
mwp	kala lagaw ya	Kala Lagaw Ya
mwq	mün chin	Mün Chin
mwr	marvari	Marvari
mws	mwimbi-muthambi	Mwimbi-Muthambi
mwt	moken	Moken
mwu	mittu	Mittu
mwv	mentawai	Mentawai
mww	hmong daw	Hmong Daw
mwz	moingi	Moingi
mxa	northwest oaxaca mixtec	Northwest Oaxaca Mixtec
mxb	tezoatlán mixtec	Tezoatlán Mixtec
mxc	manyika	Manyika
mxd	modang	Modang
mxe	mele-fila	Mele-Fila
mxf	malgbe	Malgbe
mxg	mbangala	Mbangala
mxh	mvuba	Mvuba
mxi	mozarabic	Mozarabic
mxj	miju-mishmi	Miju-Mishmi
mxk	monumbo	Monumbo
mxl	maxi gbe	Maxi Gbe
mxm	meramera	Meramera
mxn	moi (indonesia)	Moi (Indonesia)
mxo	mbowe	Mbowe
mxp	tlahuitoltepec mixe	Tlahuitoltepec Mixe
mxq	juquila mixe	Juquila Mixe
mxr	murik (malaysia)	Murik (Malaysia)
mxs	huitepec mixtec	Huitepec Mixtec
mxt	jamiltepec mixtec	Jamiltepec Mixtec
mxu	mada (cameroon)	Mada (Cameroon)
mxv	metlatónoc mixtec	Metlatónoc Mixtec
mxw	namo	Namo
mxx	mahou	Mahou
mxy	southeastern nochixtlán mixtec	Southeastern Nochixtlán Mixtec
mxz	central masela	Central Masela
mya	birman	Birman
myb	mbay	Mbay
myc	mayeka	Mayeka
mye	myene	Myene
myf	bambassi	Bambassi
myg	manta	Manta
myh	makah	Makah
myj	mangayat	Mangayat
myk	mamara senoufo	Mamara Senoufo
myl	moma	Moma
mym	me'en	Me'En
myn	maya, langues	Maya, Langues
myo	anfillo	Anfillo
myp	pirahă	Pirahă
myr	muniche	Muniche
mys	mesmes	Mesmes
myu	mundurukú	Mundurukú
myv	erza	Erza
myw	muyuw	Muyuw
myx	masaaba	Masaaba
myy	macuna	Macuna
myz	classical mandaic	Classical Mandaic
mza	santa maría zacatepec mixtec	Santa María Zacatepec Mixtec
mzb	tumzabt	Tumzabt
mzc	madagascar sign language	Madagascar Sign Language
mzd	malimba	Malimba
mze	morawa	Morawa
mzg	monastic sign language	Monastic Sign Language
mzh	wichí lhamtés güisnay	Wichí Lhamtés Güisnay
mzi	ixcatlán mazatec	Ixcatlán Mazatec
mzj	manya	Manya
mzk	nigeria mambila	Nigeria Mambila
mzl	mazatlán mixe	Mazatlán Mixe
mzm	mumuye	Mumuye
mzn	mazanderani	Mazanderani
mzo	matipuhy	Matipuhy
mzp	movima	Movima
mzq	mori atas	Mori Atas
mzr	marúbo	Marúbo
mzs	macanese	Macanese
mzt	mintil	Mintil
mzu	inapang	Inapang
mzv	manza	Manza
mzw	deg	Deg
mzx	mawayana	Mawayana
mzy	mozambican sign language	Mozambican Sign Language
mzz	maiadomu	Maiadomu
naa	namla	Namla
nab	southern nambikuára	Southern Nambikuára
nac	narak	Narak
nae	naka'ela	Naka'Ela
naf	nabak	Nabak
nag	naga pidgin	Naga Pidgin
nah	nahuatl, langues	Nahuatl, Langues
nai	nord-amérindiennes, langues	Nord-Amérindiennes, Langues
naj	nalu	Nalu
nak	nakanai	Nakanai
nal	nalik	Nalik
nam	ngan'gityemerri	Ngan'Gityemerri
nan	min nan chinese	Min Nan Chinese
nao	naaba	Naaba
nap	napolitain	Napolitain
naq	khoekhoe	Khoekhoe
nar	iguta	Iguta
nas	naasioi	Naasioi
nat	cahungwarya	Cahungwarya
nau	nauruan	Nauruan
nav	navaho	Navaho
naw	nawuri	Nawuri
nax	nakwi	Nakwi
nay	ngarrindjeri	Ngarrindjeri
naz	coatepec nahuatl	Coatepec Nahuatl
nba	nyemba	Nyemba
nbb	ndoe	Ndoe
nbc	chang naga	Chang Naga
nbd	ngbinda	Ngbinda
nbe	konyak naga	Konyak Naga
nbg	nagarchal	Nagarchal
nbh	ngamo	Ngamo
nbi	mao naga	Mao Naga
nbj	ngarinyman	Ngarinyman
nbk	nake	Nake
nbl	ndébélé du Sud	Ndébélé Du Sud
nbm	ngbaka ma'bo	Ngbaka Ma'Bo
nbn	kuri	Kuri
nbo	nkukoli	Nkukoli
nbp	nnam	Nnam
nbq	nggem	Nggem
nbr	numana	Numana
nbs	namibian sign language	Namibian Sign Language
nbt	na	Na
nbu	rongmei naga	Rongmei Naga
nbv	ngamambo	Ngamambo
nbw	southern ngbandi	Southern Ngbandi
nby	ningera	Ningera
nca	iyo	Iyo
ncb	central nicobarese	Central Nicobarese
ncc	ponam	Ponam
ncd	nachering	Nachering
nce	yale	Yale
ncf	notsi	Notsi
ncg	nisga'a	Nisga'A
nch	central huasteca nahuatl	Central Huasteca Nahuatl
nci	classical nahuatl	Classical Nahuatl
ncj	northern puebla nahuatl	Northern Puebla Nahuatl
nck	na-kara	Na-Kara
ncl	michoacán nahuatl	Michoacán Nahuatl
ncm	nambo	Nambo
ncn	nauna	Nauna
nco	sibe	Sibe
ncq	northern katang	Northern Katang
ncr	ncane	Ncane
ncs	nicaraguan sign language	Nicaraguan Sign Language
nct	chothe naga	Chothe Naga
ncu	chumburung	Chumburung
ncx	central puebla nahuatl	Central Puebla Nahuatl
ncz	natchez	Natchez
nda	ndasa	Ndasa
ndb	kenswei nsei	Kenswei Nsei
ndc	ndau	Ndau
ndd	nde-nsele-nta	Nde-Nsele-Nta
nde	ndébélé du Nord	Ndébélé Du Nord
ndf	nadruvian	Nadruvian
ndg	ndengereko	Ndengereko
ndh	ndali	Ndali
ndi	samba leko	Samba Leko
ndj	ndamba	Ndamba
ndk	ndaka	Ndaka
ndl	ndolo	Ndolo
ndm	ndam	Ndam
ndn	ngundi	Ngundi
ndo	ndonga	Ndonga
ndp	ndo	Ndo
ndq	ndombe	Ndombe
ndr	ndoola	Ndoola
nds	bas allemand ; bas saxon ; allemand, bas ; saxon, bas	Bas Allemand ; Bas Saxon ; Allemand, Bas ; Saxon, Bas
ndt	ndunga	Ndunga
ndu	dugun	Dugun
ndv	ndut	Ndut
ndw	ndobo	Ndobo
ndx	nduga	Nduga
ndy	lutos	Lutos
ndz	ndogo	Ndogo
nea	eastern ngad'a	Eastern Ngad'A
neb	toura (côte d'ivoire)	Toura (Côte D'Ivoire)
nec	nedebang	Nedebang
ned	nde-gbite	Nde-Gbite
nee	kumak	Kumak
nef	nefamese	Nefamese
neg	negidal	Negidal
neh	nyenkha	Nyenkha
nei	neo-hittite	Neo-Hittite
nej	neko	Neko
nek	neku	Neku
nem	nemi	Nemi
nen	nengone	Nengone
neo	ná-meo	Ná-Meo
nep	népalais	Népalais
neq	north central mixe	North Central Mixe
ner	yahadian	Yahadian
nes	bhoti kinnauri	Bhoti Kinnauri
net	nete	Nete
neu	neo	Neo
nev	nyaheun	Nyaheun
new	nepal bhasa ; newari	Nepal Bhasa ; Newari
nex	neme	Neme
ney	neyo	Neyo
nez	nez perce	Nez Perce
nfa	dhao	Dhao
nfd	ahwai	Ahwai
nfl	ayiwo	Ayiwo
nfr	nafaanra	Nafaanra
nfu	mfumte	Mfumte
nga	ngbaka	Ngbaka
ngb	northern ngbandi	Northern Ngbandi
ngc	ngombe (democratic republic of congo)	Ngombe (Democratic Republic Of Congo)
ngd	ngando (central african republic)	Ngando (Central African Republic)
nge	ngemba	Ngemba
ngg	ngbaka manza	Ngbaka Manza
ngh	n?ng	N?Ng
ngi	ngizim	Ngizim
ngj	ngie	Ngie
ngk	dalabon	Dalabon
ngl	lomwe	Lomwe
ngm	ngatik men's creole	Ngatik Men'S Creole
ngn	ngwo	Ngwo
ngp	ngulu	Ngulu
ngq	ngurimi	Ngurimi
ngr	engdewu	Engdewu
ngs	gvoko	Gvoko
ngt	kriang	Kriang
ngu	guerrero nahuatl	Guerrero Nahuatl
ngv	nagumi	Nagumi
ngw	ngwaba	Ngwaba
ngx	nggwahyi	Nggwahyi
ngy	tibea	Tibea
ngz	ngungwel	Ngungwel
nha	nhanda	Nhanda
nhb	beng	Beng
nhc	tabasco nahuatl	Tabasco Nahuatl
nhd	chiripá	Chiripá
nhe	eastern huasteca nahuatl	Eastern Huasteca Nahuatl
nhf	nhuwala	Nhuwala
nhg	tetelcingo nahuatl	Tetelcingo Nahuatl
nhh	nahari	Nahari
nhi	zacatlán-ahuacatlán-tepetzintla nahuatl	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
nhk	isthmus-cosoleacaque nahuatl	Isthmus-Cosoleacaque Nahuatl
nhm	morelos nahuatl	Morelos Nahuatl
nhn	central nahuatl	Central Nahuatl
nho	takuu	Takuu
nhp	isthmus-pajapan nahuatl	Isthmus-Pajapan Nahuatl
nhq	huaxcaleca nahuatl	Huaxcaleca Nahuatl
nhr	naro	Naro
nht	ometepec nahuatl	Ometepec Nahuatl
nhu	noone	Noone
nhv	temascaltepec nahuatl	Temascaltepec Nahuatl
nhw	western huasteca nahuatl	Western Huasteca Nahuatl
nhx	isthmus-mecayapan nahuatl	Isthmus-Mecayapan Nahuatl
nhy	northern oaxaca nahuatl	Northern Oaxaca Nahuatl
nhz	santa maría la alta nahuatl	Santa María La Alta Nahuatl
nia	nias	Nias
nib	nakame	Nakame
nic	nigéro-kordofaniennes, langues	Nigéro-Kordofaniennes, Langues
nid	ngandi	Ngandi
nie	niellim	Niellim
nif	nek	Nek
nig	ngalakgan	Ngalakgan
nih	nyiha (tanzania)	Nyiha (Tanzania)
nii	nii	Nii
nij	ngaju	Ngaju
nik	southern nicobarese	Southern Nicobarese
nil	nila	Nila
nim	nilamba	Nilamba
nin	ninzo	Ninzo
nio	nganasan	Nganasan
niq	nandi	Nandi
nir	nimboran	Nimboran
nis	nimi	Nimi
nit	southeastern kolami	Southeastern Kolami
niu	niué	Niué
niv	gilyak	Gilyak
niw	nimo	Nimo
nix	hema	Hema
niy	ngiti	Ngiti
niz	ningil	Ningil
nja	nzanyi	Nzanyi
njb	nocte naga	Nocte Naga
njd	ndonde hamba	Ndonde Hamba
njh	lotha naga	Lotha Naga
nji	gudanji	Gudanji
njj	njen	Njen
njl	njalgulgule	Njalgulgule
njm	angami naga	Angami Naga
njn	liangmai naga	Liangmai Naga
njo	ao naga	Ao Naga
njr	njerep	Njerep
njs	nisa	Nisa
njt	ndyuka-trio pidgin	Ndyuka-Trio Pidgin
nju	ngadjunmaya	Ngadjunmaya
njx	kunyi	Kunyi
njy	njyem	Njyem
njz	nyishi	Nyishi
nka	nkoya	Nkoya
nkb	khoibu naga	Khoibu Naga
nkc	nkongho	Nkongho
nkd	koireng	Koireng
nke	duke	Duke
nkf	inpui naga	Inpui Naga
nkg	nekgini	Nekgini
nkh	khezha naga	Khezha Naga
nki	thangal naga	Thangal Naga
nkj	nakai	Nakai
nkk	nokuku	Nokuku
nkm	namat	Namat
nkn	nkangala	Nkangala
nko	nkonya	Nkonya
nkp	niuatoputapu	Niuatoputapu
nkq	nkami	Nkami
nkr	nukuoro	Nukuoro
nks	north asmat	North Asmat
nkt	nyika (tanzania)	Nyika (Tanzania)
nku	bouna kulango	Bouna Kulango
nkv	nyika (malawi and zambia)	Nyika (Malawi And Zambia)
nkw	nkutu	Nkutu
nkx	nkoroo	Nkoroo
nkz	nkari	Nkari
nla	ngombale	Ngombale
nlc	nalca	Nalca
nld	néerlandais	Néerlandais
nle	east nyala	East Nyala
nlg	gela	Gela
nli	grangali	Grangali
nlj	nyali	Nyali
nlk	ninia yali	Ninia Yali
nll	nihali	Nihali
nlm	mankiyali	Mankiyali
nlo	ngul	Ngul
nlq	lao naga	Lao Naga
nlu	nchumbulu	Nchumbulu
nlv	orizaba nahuatl	Orizaba Nahuatl
nlw	walangama	Walangama
nlx	nahali	Nahali
nly	nyamal	Nyamal
nlz	nalögo	Nalögo
nma	maram naga	Maram Naga
nmb	big nambas	Big Nambas
nmc	ngam	Ngam
nmd	ndumu	Ndumu
nme	mzieme naga	Mzieme Naga
nmf	tangkhul naga (india)	Tangkhul Naga (India)
nmg	kwasio	Kwasio
nmh	monsang naga	Monsang Naga
nmi	nyam	Nyam
nmj	ngombe (central african republic)	Ngombe (Central African Republic)
nmk	namakura	Namakura
nml	ndemli	Ndemli
nmm	manangba	Manangba
nmn	xóő	Xóő
nmo	moyon naga	Moyon Naga
nmp	nimanbur	Nimanbur
nmq	nambya	Nambya
nmr	nimbari	Nimbari
nms	letemboi	Letemboi
nmt	namonuito	Namonuito
nmu	northeast maidu	Northeast Maidu
nmv	ngamini	Ngamini
nmw	nimoa	Nimoa
nmx	nama (papua new guinea)	Nama (Papua New Guinea)
nmy	namuyi	Namuyi
nmz	nawdm	Nawdm
nna	nyangumarta	Nyangumarta
nnb	nande	Nande
nnc	nancere	Nancere
nnd	west ambae	West Ambae
nne	ngandyera	Ngandyera
nnf	ngaing	Ngaing
nng	maring naga	Maring Naga
nnh	ngiemboon	Ngiemboon
nni	north nuaulu	North Nuaulu
nnj	nyangatom	Nyangatom
nnk	nankina	Nankina
nnl	northern rengma naga	Northern Rengma Naga
nnm	namia	Namia
nnn	ngete	Ngete
nno	norvégien nynorsk ; nynorsk, norvégien	Norvégien Nynorsk ; Nynorsk, Norvégien
nnp	wancho naga	Wancho Naga
nnq	ngindo	Ngindo
nnr	narungga	Narungga
nnt	nanticoke	Nanticoke
nnu	dwang	Dwang
nnv	nugunu (australia)	Nugunu (Australia)
nnw	southern nuni	Southern Nuni
nny	nyangga	Nyangga
nnz	nda'nda'	Nda'Nda'
noa	woun meu	Woun Meu
nob	norvégien bokmĺl ; bokmĺl norvégien	Norvégien Bokmĺl ; Bokmĺl Norvégien
noc	nuk	Nuk
nod	northern thai	Northern Thai
noe	nimadi	Nimadi
nof	nomane	Nomane
nog	nogaï ; nogay	Nogaï ; Nogay
noh	nomu	Nomu
noi	noiri	Noiri
noj	nonuya	Nonuya
nok	nooksack	Nooksack
nol	nomlaki	Nomlaki
nom	nocamán	Nocamán
non	norrois, vieux	Norrois, Vieux
nop	numanggang	Numanggang
noq	ngongo	Ngongo
nor	norvégien	Norvégien
nos	eastern nisu	Eastern Nisu
not	nomatsiguenga	Nomatsiguenga
nou	ewage-notu	Ewage-Notu
nov	novial	Novial
now	nyambo	Nyambo
noy	noy	Noy
noz	nayi	Nayi
npa	nar phu	Nar Phu
npb	nupbikha	Nupbikha
npg	ponyo-gongwang naga	Ponyo-Gongwang Naga
nph	phom naga	Phom Naga
npi	nepali (individual language)	Nepali (Individual Language)
npl	southeastern puebla nahuatl	Southeastern Puebla Nahuatl
npn	mondropolon	Mondropolon
npo	pochuri naga	Pochuri Naga
nps	nipsan	Nipsan
npu	puimei naga	Puimei Naga
npx	noipx	Noipx
npy	napu	Napu
nqg	southern nago	Southern Nago
nqk	kura ede nago	Kura Ede Nago
nql	ngendelengo	Ngendelengo
nqm	ndom	Ndom
nqn	nen	Nen
nqo	n'ko	N'Ko
nqq	kyan-karyaw naga	Kyan-Karyaw Naga
nqt	nteng	Nteng
nqy	akyaung ari naga	Akyaung Ari Naga
nra	ngom	Ngom
nrb	nara	Nara
nrc	noric	Noric
nre	southern rengma naga	Southern Rengma Naga
nrf	normand	Normand
nrg	narango	Narango
nri	chokri naga	Chokri Naga
nrk	ngarla	Ngarla
nrl	ngarluma	Ngarluma
